<<<<<<< HEAD
"id" "country_num" "week" "infected_number" "infected_percentage" "code"
"1763" 69 15 23.6665069293993 0.00564005265050088 "MLT"
"1764" 70 15 4.93052228001862 0.00124393796611665 "MTQ"
"1765" 71 15 0 0 "MRT"
"1766" 72 15 11.8332534725754 0.000926311801206565 "MUS"
"1767" 73 15 95.1475871229851 0.0000740517624929737 "MEX"
"1768" 74 15 32.614464988814 0.00109987660503392 "MNG"
"1769" 75 15 0 0 "MNE"
"1770" 76 15 6.90273119321913 0.000019825712458012 "MAR"
"1771" 77 15 0 0 "MOZ"
"1772" 78 15 0 0 "MMR"
"1773" 79 15 46.346909439264 0.000160643873908798 "NPL"
"1774" 80 15 56.2079539994574 0.000331029747291358 "NLD"
"1775" 81 15 0.986104456125389 0.000370116261292938 "NCL"
"1776" 82 15 0 0 "NZL"
"1777" 83 15 4.9305222808288 0.0000801706377415543 "NIC"
"1778" 84 15 1.96828633924363 0.00000952053032108316 "NER"
"1779" 85 15 2.9583133685301 0.00000158209098031301 "NGA"
"1780" 86 15 297.940717923195 0.00523267775892849 "NOR"
"1781" 87 15 123.263056976024 0.00264827210172808 "OMN"
"1782" 88 15 35.4997604222769 0.0000184102081685208 "PAK"
"1783" 89 15 8.87494010531359 0.000222406945692082 "PAN"
"1784" 90 15 0.98610445617488 0.000014662325772105 "PRY"
"1785" 91 15 0.986104456176489 0.00000310347288148331 "PER"
"1786" 92 15 0.000000267346869057574 0.000000000000261938075680889 "PHL"
"1787" 93 15 0.986104456176566 0.00000255512746462143 "POL"
"1788" 94 15 78.631883641235 0.000785845443117417 "PRT"
"1789" 95 15 138.054623747326 0.00602498698364146 "QAT"
"1790" 96 15 2.95831336852439 0.0000152705001190043 "ROU"
"1791" 97 15 207.081935792932 0.000144368501346915 "RUS"
"1792" 98 15 0.00000315716603095268 0.0000000000271812707815817 "RWA"
"1793" 99 15 0 0 "SEN"
"1794" 100 15 2.95831336851674 0.0000335687325119443 "SRB"
"1795" 101 15 26.6248203150198 0.00046738861180906 "SGP"
"1796" 102 15 0 0 "SVK"
"1797" 103 15 96.6382366416173 0.00466995318564936 "SVN"
"1798" 104 15 0 0 "ZAF"
"1799" 105 15 81.8466698606311 0.000177678006003549 "ESP"
"1800" 106 15 15.3644959937518 0.0000725381723999361 "LKA"
"1801" 107 15 0 0 "SUR"
"1802" 108 15 276.109247620277 0.00280261262167029 "SWE"
"1803" 109 15 71.3079627169017 0.000885791524317997 "CHE"
"1804" 110 15 0.98610445617672 0.00000144703378590227 "THA"
"1805" 111 15 0 0 "TGO"
"1806" 112 15 0 0 "TUN"
"1807" 113 15 741.55055094753 0.000931338039132333 "TUR"
"1808" 114 15 0.00000513739112061888 0.000000000106329862831443 "TKM"
"1809" 115 15 0.986104456176581 0.00000244552768841807 "UGA"
"1810" 116 15 93.6799233340307 0.000209929948671841 "UKR"
"1811" 117 15 940.74365115423 0.000290246566655894 "USA"
"1812" 118 15 0.636613539055069 0.0000103508657333808 "URY"
"1813" 119 15 2.95831336852669 0.00000976326674705278 "UZB"
"1814" 120 15 0.986104456176776 0.00000104411330306866 "VNM"
"1815" 121 15 0 0 "ZMB"
"1816" 1 16 12.8065513916532 0.0000383775022453685 "AFG"
"1817" 2 16 0 0 "ALB"
"1818" 3 16 0.000000275835679365514 0.000000000000687296994208401 "DZA"
"1819" 4 16 9.7671091091023 0.000022342706732071 "ARG"
"1820" 5 16 0 0 "ARM"
"1821" 6 16 25.8237279701193 0.000106326142615062 "AUS"
"1822" 7 16 43.3452508609905 0.000505800550163472 "AUT"
"1823" 8 16 7.8809547019286 0.000564203256227398 "BHR"
"1824" 9 16 4.92559668912375 0.00000302349184589908 "BGD"
"1825" 10 16 0 0 "BRB"
"1826" 11 16 5.91071602689544 0.0000623393232678115 "BLR"
"1827" 12 16 7.88095470251894 0.0000693018343285232 "BEL"
"1828" 13 16 3.94047735100107 0.000502545883767958 "BTN"
"1829" 14 16 0 0 "BIH"
"1830" 15 16 14.7356225042277 0.00000702440913818558 "BRA"
"1831" 16 16 2.95535801345698 0.0000416376860289726 "BGR"
"1832" 17 16 0 0 "BFA"
"1833" 18 16 3.94047735128595 0.0000248968051430186 "KHM"
"1834" 19 16 2.95535801347008 0.0000123528997540883 "CMR"
"1835" 20 16 297.347569214756 0.000829018376268173 "CAN"
"1836" 21 16 0 0 "CAF"
"1837" 22 16 2.95535801346831 0.0000162992635250585 "CHL"
"1838" 23 16 2827.29850030378 0.000204467126817947 "CHN"
"1839" 24 16 7.88095470258228 0.000016197827942403 "COL"
"1840" 25 16 43.3452508584542 0.000892388417782653 "CRI"
"1841" 26 16 6.89583536460605 0.000163214999584759 "HRV"
"1842" 27 16 5.91071602690479 0.0000518807479551919 "CUB"
"1843" 28 16 3.94047735127852 0.0000373573728100331 "CZE"
"1844" 29 16 29.553580132433 0.000519326628870237 "DNK"
"1845" 30 16 0 0 "DOM"
"1846" 31 16 3.94047735128646 0.0000240486367556976 "ECU"
"1847" 32 16 220.666731664953 0.000236301441691397 "EGY"
"1848" 33 16 0.985119337822811 0.0000160275330696266 "SLV"
"1849" 34 16 7.8809547018835 0.000602011352947016 "EST"
"1850" 35 16 689.583536406976 0.000677036240414963 "ETH"
"1851" 36 16 0 0 "FJI"
"1852" 37 16 8.88280694176813 0.000183515646619403 "FIN"
"1853" 38 16 55.9868229757683 0.0000874703508847002 "FRA"
"1854" 39 16 0 0 "GUF"
"1855" 40 16 6.89583536459556 0.000173271729389018 "GEO"
"1856" 41 16 10.4967646909519 0.0000130707151389904 "DEU"
"1857" 42 16 0 0 "GHA"
"1858" 43 16 49.2559668878971 0.000451084315513224 "GRC"
"1859" 44 16 1.97023867552554 0.000418712408223947 "GLP"
"1860" 45 16 1.97023867564688 0.0000118169728010251 "GTM"
"1861" 46 16 9.85119337807265 0.000120290520485591 "HND"
"1862" 47 16 0 0 "HUN"
"1863" 48 16 3.94047735059244 0.00118768494312234 "ISL"
"1864" 49 16 2.95371655204018 0.000000222584171383829 "IND"
"1865" 50 16 30.4740750600287 0.0000117025825801257 "IDN"
"1866" 51 16 15.7619094051031 0.0000419783775892423 "IRQ"
"1867" 52 16 102.452411100119 0.00217336790911906 "IRL"
"1868" 53 16 166.485168041251 0.00203217479335886 "ISR"
"1869" 54 16 13.3339493898792 0.0000222152870242626 "ITA"
"1870" 55 16 0.985119337819961 0.0000351406396255625 "JAM"
"1871" 56 16 202.711527582807 0.000160497906011617 "JPN"
"1872" 57 16 38.4196541722992 0.000495878238626439 "JOR"
"1873" 58 16 56.3291112198122 0.000316255196536152 "KAZ"
"1874" 59 16 0.98511933782489 0.00000208484471624328 "KEN"
"1875" 60 16 15.76190940458 0.0002612282539252 "KGZ"
"1876" 61 16 16.7470287408579 0.000856300511051963 "LVA"
"1877" 62 16 4.92559668906468 0.0000822556920149616 "LBN"
"1878" 63 16 3.94047735121834 0.000138260907822666 "LTU"
"1879" 64 16 3.94047735089296 0.000683822163721374 "LUX"
"1880" 65 16 3.94047735129137 0.0000158151609499031 "MDG"
"1881" 66 16 3.94047735129316 0.0000128138929194426 "MYS"
"1882" 67 16 0 0 "MDV"
"1883" 68 16 0.985119337824391 0.00000543219355359115 "MLI"
"1884" 69 16 23.642864087642 0.00563441823758493 "MLT"
"1885" 70 16 4.92559668819954 0.00124269527207303 "MTQ"
"1886" 71 16 0 0 "MRT"
"1887" 72 16 11.8214320522467 0.000925386415708579 "MUS"
"1888" 73 16 95.0166118732615 0.0000739557494358214 "MEX"
"1889" 74 16 32.5172099493475 0.00109768514221669 "MNG"
"1890" 75 16 0 0 "MNE"
"1891" 76 16 6.89583536475573 0.0000198059065712625 "MAR"
"1892" 77 16 0 0 "MOZ"
"1893" 78 16 0 0 "MMR"
"1894" 79 16 46.3006088766598 0.000160483390678505 "NPL"
"1895" 80 16 56.1518022532258 0.000330699048572718 "NLD"
"1896" 81 16 0.98511933777007 0.000369746515146537 "NCL"
"1897" 82 16 0 0 "NZL"
"1898" 83 16 4.9255966890663 0.0000800905472743862 "NIC"
"1899" 84 16 1.9660401175991 0.00000951101795856939 "NER"
"1900" 85 16 2.95535801347489 0.00000158051047142365 "NGA"
"1901" 86 16 294.258514898276 0.00514079994469368 "NOR"
"1902" 87 16 123.139917178841 0.00264562647782832 "OMN"
"1903" 88 16 35.4642961616085 0.000018391816370557 "PAK"
"1904" 89 16 8.86607404012865 0.000222184761152841 "PAN"
"1905" 90 16 0.985119337823017 0.0000146476781086565 "PRY"
"1906" 91 16 0.985119337824738 0.00000310037251207461 "PER"
"1907" 92 16 0.00000028564249955303 0.000000000000279899842076127 "PHL"
"1908" 93 16 0.98511933782482 0.00000255257489228421 "POL"
"1909" 94 16 77.9295205931596 0.000780488651128036 "PRT"
"1910" 95 16 137.916707169884 0.0060189680212818 "QAT"
"1911" 96 16 2.95535801346878 0.0000152552448893831 "ROU"
"1912" 97 16 206.875060938776 0.000144224277213861 "RUS"
"1913" 98 16 0.00000332904031483626 0.0000000000287082357130289 "RWA"
"1914" 99 16 0 0 "SEN"
"1915" 100 16 2.9553580134606 0.0000335351973481536 "SRB"
"1916" 101 16 26.5982221194007 0.000466921690583678 "SGP"
"1917" 102 16 0 0 "SVK"
"1918" 103 16 96.5416950386993 0.00466528790219881 "SVN"
"1919" 104 16 0 0 "ZAF"
"1920" 105 16 81.764905037295 0.000177500505675236 "ESP"
"1921" 106 16 15.2547773746028 0.0000719303171289299 "LKA"
"1922" 107 16 0 0 "SUR"
"1923" 108 16 275.833414474166 0.0027998128115827 "SWE"
"1924" 109 16 70.4619614200843 0.000877847226443574 "CHE"
"1925" 110 16 0.985119337824985 0.00000144558819915014 "THA"
"1926" 111 16 0 0 "TGO"
"1927" 112 16 0 0 "TUN"
"1928" 113 16 740.809741940227 0.000930407632422566 "TUR"
"1929" 114 16 0.00000533893231301569 0.000000000111501981707422 "TKM"
"1930" 115 16 0.985119337824837 0.00000244308460625728 "UGA"
"1931" 116 16 93.5863370904234 0.000209720228652677 "UKR"
"1932" 117 16 939.803848243997 0.000289956610334962 "USA"
"1933" 118 16 0.621446541915456 0.00000979636224838928 "URY"
"1934" 119 16 2.95535801347124 0.00000975351324357153 "UZB"
"1935" 120 16 0.985119337825045 0.00000104307023387889 "VNM"
"1936" 121 16 0 0 "ZMB"
"1937" 1 17 12.793757646808 0.0000383391631206106 "AFG"
"1938" 2 17 0 0 "ALB"
"1939" 3 17 0.000000292816583694321 0.000000000000729902225298787 "DZA"
"1940" 4 17 9.75176828707117 0.0000223121156295466 "ARG"
"1941" 5 17 0 0 "ARM"
"1942" 6 17 25.7471321342802 0.000106017185073424 "AUS"
"1943" 7 17 43.3019489551611 0.000505295255411301 "AUT"
"1944" 8 17 7.87308162813691 0.000563639617171244 "BHR"
"1945" 9 17 4.92067601803116 0.00000302047137754494 "BGD"
"1946" 10 17 0 0 "BRB"
"1947" 11 17 5.90481122158088 0.0000622770462838281 "BLR"
"1948" 12 17 7.87308162876566 0.0000692326017959809 "BEL"
"1949" 13 17 3.93654081410762 0.000502043840427549 "BTN"
"1950" 14 17 0 0 "BIH"
"1951" 15 17 14.718165346735 0.00000701562035096915 "BRA"
"1952" 16 17 2.9524056108003 0.0000415960899806123 "BGR"
"1953" 17 17 0 0 "BFA"
"1954" 18 17 3.93654081441104 0.0000248719332346746 "KHM"
"1955" 19 17 2.95240561081425 0.0000123405592072324 "CMR"
"1956" 20 17 296.264477215209 0.000826642374330156 "CAN"
"1957" 21 17 0 0 "CAF"
"1958" 22 17 2.95240561081237 0.0000162829805607943 "CHL"
"1959" 23 17 2824.34327988254 0.00020424906582398 "CHN"
"1960" 24 17 7.87308162883313 0.0000161816463122859 "COL"
"1961" 25 17 43.3019489524598 0.000891496921745324 "CRI"
"1962" 26 17 6.88894642506556 0.000163051947799907 "HRV"
"1963" 27 17 5.90481122159084 0.0000518289190879578 "CUB"
"1964" 28 17 3.93654081440312 0.0000373200527945819 "CZE"
"1965" 29 17 29.5240561057272 0.000518807821565298 "DNK"
"1966" 30 17 0 0 "DOM"
"1967" 31 17 3.93654081441158 0.0000240246121675729 "ECU"
"1968" 32 17 220.446285599498 0.000236065376550589 "EGY"
"1969" 33 17 0.984135203604168 0.0000160115215640874 "SLV"
"1970" 34 17 7.87308162808888 0.000601409943601798 "EST"
"1971" 35 17 688.894642449437 0.000676359881206204 "ETH"
"1972" 36 17 0 0 "FJI"
"1973" 37 17 8.74849040549257 0.000182458488338423 "FIN"
"1974" 38 17 55.7907372437246 0.0000872240952882345 "FRA"
"1975" 39 17 0 0 "GUF"
"1976" 40 17 6.88894642505438 0.000173098630931058 "GEO"
"1977" 41 17 10.4639906303231 0.0000130339603233425 "DEU"
"1978" 42 17 0 0 "GHA"
"1979" 43 17 49.2067601767539 0.000450633682279991 "GRC"
"1980" 44 17 1.96827040708044 0.000418294114526378 "GLP"
"1981" 45 17 1.96827040720967 0.0000118051676451954 "GTM"
"1982" 46 17 9.8413520358761 0.000120170350255481 "HND"
"1983" 47 17 0 0 "HUN"
"1984" 48 17 3.9365408136724 0.00118649844585006 "ISL"
"1985" 49 17 2.95065647622432 0.000000222351232316507 "IND"
"1986" 50 17 30.4393307523011 0.0000116897680683282 "IDN"
"1987" 51 17 15.7461632576007 0.000041936441190013 "IRQ"
"1988" 52 17 102.350061139203 0.00217119671453061 "IRL"
"1989" 53 17 166.318849354994 0.00203014465069899 "ISR"
"1990" 54 17 13.2907481282001 0.0000221378888781844 "ITA"
"1991" 55 17 0.984135203601133 0.0000351055341265642 "JAM"
"1992" 56 17 202.428800844331 0.000160275921065942 "JPN"
"1993" 57 17 38.3812729375906 0.000495382856263592 "JOR"
"1994" 58 17 56.2193748526547 0.000315691199881666 "KAZ"
"1995" 59 17 0.984135203606382 0.00000208276195637171 "KEN"
"1996" 60 17 15.7461632570437 0.000260967286898846 "KGZ"
"1997" 61 17 16.7302984590024 0.00085544506683409 "LVA"
"1998" 62 17 4.92067601796825 0.000082173518578571 "LBN"
"1999" 63 17 3.93654081433903 0.00013812278517556 "LTU"
"2000" 64 17 3.93654081399247 0.000683139025375141 "LUX"
"2001" 65 17 3.93654081441681 0.0000157993616041117 "MDG"
"2002" 66 17 3.93654081441871 0.0000128010918404144 "MYS"
"2003" 67 17 0 0 "MDV"
"2004" 68 17 0.984135203605851 0.00000542676679223081 "MLI"
"2005" 69 17 23.6192448650863 0.00562878945344812 "MLT"
"2006" 70 17 4.92067601704682 0.00124145381948079 "MTQ"
"2007" 71 17 0 0 "MRT"
"2008" 72 17 11.8096224415171 0.000924461954670723 "MUS"
"2009" 73 17 94.8858140152087 0.0000738598590807924 "MEX"
"2010" 74 17 32.4201808951733 0.00109549696138727 "MNG"
"2011" 75 17 0 0 "MNE"
"2012" 76 17 6.88894642522497 0.0000197861204705939 "MAR"
"2013" 77 17 0 0 "MOZ"
"2014" 78 17 0 0 "MMR"
"2015" 79 17 46.2543545683177 0.000160323067770959 "NPL"
"2016" 80 17 56.0957066025892 0.0003303686802221 "NLD"
"2017" 81 17 0.984135203547995 0.000369377138376538 "NCL"
"2018" 82 17 0 0 "NZL"
"2019" 83 17 4.92067601796997 0.0000800105368175949 "NIC"
"2020" 84 17 1.96379641959345 0.00000950151510006511 "NER"
"2021" 85 17 2.95240561081939 0.00000157893154146267 "NGA"
"2022" 86 17 290.639413936872 0.00505098112233486 "NOR"
"2023" 87 17 123.016900398321 0.00264298349690698 "OMN"
"2024" 88 17 35.4288673297365 0.0000183734429459995 "PAK"
"2025" 89 17 8.85721683214286 0.000221962798575956 "PAN"
"2026" 90 17 0.984135203604387 0.0000146330450782238 "PRY"
"2027" 91 17 0.984135203606221 0.00000309727523993495 "PER"
"2028" 92 17 0.000000303840568799887 0.000000000000297770653970898 "PHL"
"2029" 93 17 0.984135203606308 0.00000255002486996675 "POL"
"2030" 94 17 77.2321110553884 0.00077515865633125 "PRT"
"2031" 95 17 137.77892837112 0.00601295507186626 "QAT"
"2032" 96 17 2.95240561081287 0.0000152400048997363 "ROU"
"2033" 97 17 206.6683927526 0.000144080197160716 "RUS"
"2034" 98 17 0.00000349475136362975 0.0000000000301870048579896 "RWA"
"2035" 99 17 0 0 "SEN"
"2036" 100 17 2.95240561080416 0.0000335016956859915 "SRB"
"2037" 101 17 26.5716504953792 0.000466455235812605 "SGP"
"2038" 102 17 0 0 "SVK"
"2039" 103 17 96.4452498808517 0.00466062727936686 "SVN"
"2040" 104 17 0 0 "ZAF"
"2041" 105 17 81.6832218970176 0.000177323182669751 "ESP"
"2042" 106 17 15.1459590514341 0.0000713282166043747 "LKA"
"2043" 107 17 0 0 "SUR"
"2044" 108 17 275.557856885383 0.00279701579850553 "SWE"
"2045" 109 17 69.6237533363214 0.000869953611260174 "CHE"
"2046" 110 17 0.984135203606484 0.00000144414405653916 "THA"
"2047" 111 17 0 0 "TGO"
"2048" 112 17 0 0 "TUN"
"2049" 113 17 740.069673001137 0.000929478155189119 "TUR"
"2050" 114 17 0.00000552263638755687 0.000000000116392713491461 "TKM"
"2051" 115 17 0.984135203606325 0.00000244064396473557 "UGA"
"2052" 116 17 93.4928443394737 0.000209510718143813 "UKR"
"2053" 117 17 938.864984196876 0.000289666943680397 "USA"
"2054" 118 17 0.607073106093869 0.00000928679297265451 "URY"
"2055" 119 17 2.95240561081549 0.00000974376948384025 "UZB"
"2056" 120 17 0.984135203606547 0.00000104202820671523 "VNM"
"2057" 121 17 0 0 "ZMB"
"2058" 1 18 12.780976682914 0.0000383008622966384 "AFG"
"2059" 2 18 0 0 "ALB"
"2060" 3 18 0.000000309628495032781 0.000000000000772120398183901 "DZA"
"2061" 4 18 9.73645043166269 0.000022281564736228 "ARG"
"2062" 5 18 0 0 "ARM"
"2063" 6 18 25.6707603754176 0.000105709112849753 "AUS"
"2064" 7 18 43.2586903079361 0.000504790465448592 "AUT"
"2065" 8 18 7.86521641954603 0.000563076541190513 "BHR"
"2066" 9 18 4.915760262689 0.00000301745392663868 "BGD"
"2067" 10 18 0 0 "BRB"
"2068" 11 18 5.89891231516685 0.0000622148315145518 "BLR"
"2069" 12 18 7.86521642021307 0.0000691634384267388 "BEL"
"2070" 13 18 3.93260820981456 0.000501542298628441 "BTN"
"2071" 14 18 0 0 "BIH"
"2072" 15 18 14.7007290472605 0.00000700684267535179 "BRA"
"2073" 16 18 2.94945615759389 0.0000415545354867044 "BGR"
"2074" 17 18 0 0 "BFA"
"2075" 18 18 3.93260821013646 0.0000248470861733669 "KHM"
"2076" 19 18 2.94945615760869 0.0000123282309885829 "CMR"
"2077" 20 18 295.184719520297 0.000824271976921808 "CAN"
"2078" 21 18 0 0 "CAF"
"2079" 22 18 2.94945615760669 0.0000162667138632114 "CHL"
"2080" 23 18 2821.39115097699 0.000204031237667854 "CHN"
"2081" 24 18 7.86521642028465 0.0000161654808476173 "COL"
"2082" 25 18 43.2586903050703 0.000890606316312553 "CRI"
"2083" 26 18 6.88206436757568 0.000162889058903789 "HRV"
"2084" 27 18 5.89891231517741 0.0000517771419977621 "CUB"
"2085" 28 18 3.93260821012807 0.0000372827700618262 "CZE"
"2086" 29 18 29.4945615735244 0.000518289532548863 "DNK"
"2087" 30 18 0 0 "DOM"
"2088" 31 18 3.93260821013703 0.0000240006115800117 "ECU"
"2089" 32 18 220.226059759664 0.000235829547238858 "EGY"
"2090" 33 18 0.983152052535609 0.0000159955260540424 "SLV"
"2091" 34 18 7.86521641949507 0.000600809135064523 "EST"
"2092" 35 18 688.206436696971 0.000675684197680305 "ETH"
"2093" 36 18 0 0 "FJI"
"2094" 37 18 8.6150306404091 0.000181399082888434 "FIN"
"2095" 38 18 55.5952418783408 0.0000869784235127882 "FRA"
"2096" 39 18 0 0 "GUF"
"2097" 40 18 6.88206436756382 0.000172925705398458 "GEO"
"2098" 41 18 10.4313119577127 0.0000129973014712387 "DEU"
"2099" 42 18 0 0 "GHA"
"2100" 43 18 49.1576026231156 0.000450183499229363 "GRC"
"2101" 44 18 1.96630410493553 0.000417876238704217 "GLP"
"2102" 45 18 1.96630410507264 0.0000117933742827165 "GTM"
"2103" 46 18 9.83152052518044 0.000120050300075431 "HND"
"2104" 47 18 0 0 "HUN"
"2105" 48 18 3.93260820935284 0.00118531313388858 "ISL"
"2106" 49 18 2.94759956816075 0.000000222118536860128 "IND"
"2107" 50 18 30.40462586046 0.0000116769675367705 "IDN"
"2108" 51 18 15.7304328404998 0.0000418945466852466 "IRQ"
"2109" 52 18 102.247813425903 0.00216902768896565 "IRL"
"2110" 53 18 166.152696821112 0.00202811653615173 "ISR"
"2111" 54 18 13.2476940909633 0.000022060773791121 "ITA"
"2112" 55 18 0.98315205253239 0.0000350704636979594 "JAM"
"2113" 56 18 202.146467421812 0.000160054242370073 "JPN"
"2114" 57 18 38.3429300457358 0.000494887968787731 "JOR"
"2115" 58 18 56.1098434133755 0.000315128167905516 "KAZ"
"2116" 59 18 0.983152052537959 0.00000208068127717725 "KEN"
"2117" 60 18 15.7304328399088 0.000260706580578553 "KGZ"
"2118" 61 18 16.7135848906987 0.000854590477205004 "LVA"
"2119" 62 18 4.91576026262226 0.0000820914272334435 "LBN"
"2120" 63 18 3.93260821006006 0.000137984800512979 "LTU"
"2121" 64 18 3.9326082096924 0.000682456569484124 "LUX"
"2122" 65 18 3.93260821014258 0.0000157835780418667 "MDG"
"2123" 66 18 3.93260821014461 0.0000127883035496642 "MYS"
"2124" 67 18 0 0 "MDV"
"2125" 68 18 0.983152052537395 0.00000542134545220508 "MLI"
"2126" 69 18 23.5956492381366 0.00562316629246729 "MLT"
"2127" 70 18 4.91576026164471 0.00124021360709971 "MTQ"
"2128" 71 18 0 0 "MRT"
"2129" 72 18 11.7978246285888 0.00092353841716946 "MUS"
"2130" 73 18 94.7551933121931 0.0000737640912731619 "MEX"
"2131" 74 18 32.323377407738 0.00109331205817957 "MNG"
"2132" 75 18 0 0 "MNE"
"2133" 76 18 6.88206436774481 0.0000197663541362398 "MAR"
"2134" 77 18 0 0 "MOZ"
"2135" 78 18 0 0 "MMR"
"2136" 79 18 46.2081464680298 0.000160162905025999 "NPL"
"2137" 80 18 56.0396669915079 0.000330038641909467 "NLD"
"2138" 81 18 0.983152052476015 0.000369008130613936 "NCL"
"2139" 82 18 0 0 "NZL"
"2140" 83 18 4.91576026262408 0.0000799306062912501 "NIC"
"2141" 84 18 1.96155524242615 0.00000949202173607479 "NER"
"2142" 85 18 2.94945615761413 0.00000157735418885273 "NGA"
"2143" 86 18 287.082020406434 0.00496316499998243 "NOR"
"2144" 87 18 122.894006511572 0.00264034315632371 "OMN"
"2145" 88 18 35.3934738912676 0.000018355087876493 "PAK"
"2146" 89 18 8.84836847250789 0.000221741057739686 "PAN"
"2147" 90 18 0.983152052535842 0.0000146184266661885 "PRY"
"2148" 91 18 0.983152052537788 0.00000309418106197016 "PER"
"2149" 92 18 0.000000321942184796104 0.000000000000315551561985906 "PHL"
"2150" 93 18 0.98315205253788 0.00000254747739512159 "POL"
"2151" 94 18 76.539628816574 0.000769855367439486 "PRT"
"2152" 95 18 137.641287213393 0.00600694812938791 "QAT"
"2153" 96 18 2.94945615760722 0.0000152247801348391 "ROU"
"2154" 97 18 206.461931027942 0.000143936261043545 "RUS"
"2155" 98 18 0.00000365446178811481 0.0000000000316187460772688 "RWA"
"2156" 99 18 0 0 "SEN"
"2157" 100 18 2.94945615759798 0.00003346822749199 "SRB"
"2158" 101 18 26.5451054164104 0.000465989247029853 "SGP"
"2159" 102 18 0 0 "SVK"
"2160" 103 18 96.3489010717258 0.00465597131249756 "SVN"
"2161" 104 18 0 0 "ZAF"
"2162" 105 18 81.6016203581976 0.00017714603680995 "ESP"
"2163" 106 18 15.0380326407304 0.0000707318099078991 "LKA"
"2164" 107 18 0 0 "SUR"
"2165" 108 18 275.282574578648 0.00279422157964459 "SWE"
"2166" 109 18 68.7932863644316 0.000862110474003161 "CHE"
"2167" 110 18 0.983152052538066 0.00000144270135662666 "THA"
"2168" 111 18 0 0 "TGO"
"2169" 112 18 0 0 "TUN"
"2170" 113 18 739.33034339093 0.000928549606503446 "TUR"
"2171" 114 18 0.00000568920183589962 0.000000000121009128769429 "TKM"
"2172" 115 18 0.983152052537899 0.00000243820576141474 "UGA"
"2173" 116 18 93.3994449877827 0.000209301416935948 "UKR"
"2174" 117 18 937.927058074944 0.000289377566402821 "USA"
"2175" 118 18 0.593429361342816 0.00000881733713164575 "URY"
"2176" 119 18 2.94945615761 0.00000973403545812494 "UZB"
"2177" 120 18 0.983152052538134 0.00000104098722053671 "VNM"
"2178" 121 18 0 0 "ZMB"
"2179" 1 19 12.7682084872029 0.0000382625997351894 "AFG"
"2180" 2 19 0 0 "ALB"
"2181" 3 19 0.000000326272622579806 0.00000000000081395406104805 "DZA"
"2182" 4 19 9.72115550989783 0.0000222510540009812 "ARG"
"2183" 5 19 0 0 "ARM"
"2184" 6 19 25.5946120471036 0.000105401923442754 "AUS"
"2185" 7 19 43.2154748761001 0.00050428617977106 "AUT"
"2186" 8 19 7.85735906829861 0.000562514027722693 "BHR"
"2187" 9 19 4.91084941818643 0.00000301443949016588 "BGD"
"2188" 10 19 0 0 "BRB"
"2189" 11 19 5.89301930176032 0.0000621526788978301 "BLR"
"2190" 12 19 7.85735906900384 0.0000690943441517027 "BEL"
"2191" 13 19 3.92867953419324 0.000501041257869596 "BTN"
"2192" 14 19 0 0 "BIH"
"2193" 15 19 14.6833135806836 0.00000699807609714228 "BRA"
"2194" 16 19 2.94650965089122 0.0000415130225057359 "BGR"
"2195" 17 19 0 0 "BFA"
"2196" 18 19 3.92867953453356 0.0000248222639342736 "KHM"
"2197" 19 19 2.94650965090687 0.0000123159150858237 "CMR"
"2198" 20 19 294.108287489588 0.000821907173020216 "CAN"
"2199" 21 19 0 0 "CAF"
"2200" 22 19 2.94650965090476 0.0000162504634160594 "CHL"
"2201" 23 19 2818.44211035023 0.000203813642100648 "CHN"
"2202" 24 19 7.85735906907951 0.0000161493315322479 "COL"
"2203" 25 19 43.2154748730702 0.000889716600594625 "CRI"
"2204" 26 19 6.87518918526127 0.000162726332733679 "HRV"
"2205" 27 19 5.8930193017715 0.0000517254166328795 "CUB"
"2206" 28 19 3.92867953452468 0.0000372455245745206 "CZE"
"2207" 29 19 29.4650965063596 0.00051777176130316 "DNK"
"2208" 30 19 0 0 "DOM"
"2209" 31 19 3.92867953453416 0.0000239766349690376 "ECU"
"2210" 32 19 220.006053925444 0.00023559395352061 "EGY"
"2211" 33 19 0.982169883634969 0.0000159795465235118 "SLV"
"2212" 34 19 7.85735906824474 0.000600208926734983 "EST"
"2213" 35 19 687.51891846206 0.000675009189162257 "ETH"
"2214" 36 19 0 0 "FJI"
"2215" 37 19 8.4824283276268 0.000180337379436598 "FIN"
"2216" 38 19 55.4003353552672 0.0000867333343811208 "FRA"
"2217" 39 19 0 0 "GUF"
"2218" 40 19 6.87518918524873 0.000172752952618466 "GEO"
"2219" 41 19 10.3987284145345 0.0000129607383500521 "DEU"
"2220" 42 19 0 0 "GHA"
"2221" 43 19 49.1084941778738 0.000449733765911606 "GRC"
"2222" 44 19 1.96433976712648 0.000417458780340005 "GLP"
"2223" 45 19 1.96433976727144 0.0000117815927018067 "GTM"
"2224" 46 19 9.82169883616398 0.000119930369825512 "HND"
"2225" 47 19 0 0 "HUN"
"2226" 48 19 3.92867953370508 0.00118412900605377 "ISL"
"2227" 49 19 2.94454582464446 0.000000221886084765488 "IND"
"2228" 50 19 30.3699603399991 0.0000116641809702534 "IDN"
"2229" 51 19 15.7147181380855 0.0000418526940330905 "IRQ"
"2230" 52 19 102.145667858072 0.00216686083025733 "IRL"
"2231" 53 19 165.986710273618 0.00202609044769098 "ISR"
